2024-08-25 12:02:48,984 - INFO - A new study created in memory with name: no-name-537d7146-4b75-40d0-83e0-7c0be3ca6480
2024-08-25 12:23:54,620 - INFO - Trial 0 finished with value: 2.999416666666667 and parameters: {'window_size': 8, 'horizon': 8, 'batch_size': 32, 'lr': 0.007737274632480271, 'epochs': 20, 'model_type': 'lstm', 'hidden_dim': 128, 'num_layers': 3, 'dropout': 0.4296425611687054, 'scheduler_step_size': 5, 'scheduler_gamma': 0.5406809073731573}. Best is trial 0 with value: 2.999416666666667.
2024-08-25 14:06:17,289 - INFO - Trial 11 finished with value: 0.9723333333333336 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 128, 'lr': 7.108582564824273e-05, 'epochs': 5, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 1, 'dropout': 0.007932908637445677, 'scheduler_step_size': 3, 'scheduler_gamma': 0.14001048943897254}. Best is trial 10 with value: 0.6321666666666668.
2024-08-25 14:08:33,937 - INFO - Trial 12 finished with value: 0.80625 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 128, 'lr': 6.570272199866002e-05, 'epochs': 5, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 1, 'dropout': 0.10725297361391645, 'scheduler_step_size': 3, 'scheduler_gamma': 0.11984249746569248}. Best is trial 10 with value: 0.6321666666666668.
2024-08-25 14:10:54,991 - INFO - Trial 13 finished with value: 0.6619999999999999 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 128, 'lr': 4.966701733348826e-05, 'epochs': 5, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 1, 'dropout': 0.17461287506440668, 'scheduler_step_size': 4, 'scheduler_gamma': 0.1402209053431124}. Best is trial 10 with value: 0.6321666666666668.
2024-08-25 14:13:15,583 - INFO - Trial 14 finished with value: 0.6660833333333332 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 128, 'lr': 4.153831924564823e-05, 'epochs': 5, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 1, 'dropout': 0.20504583504612334, 'scheduler_step_size': 4, 'scheduler_gamma': 0.2747433809041228}. Best is trial 10 with value: 0.6321666666666668.
2024-08-25 14:16:51,027 - INFO - Trial 15 finished with value: 0.5783333333333334 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 128, 'lr': 0.00014323570130460986, 'epochs': 5, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.2797076896855673, 'scheduler_step_size': 4, 'scheduler_gamma': 0.28266952291631253}. Best is trial 15 with value: 0.5783333333333334.
2024-08-25 14:20:16,508 - INFO - Trial 16 finished with value: 0.4788333333333334 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 128, 'lr': 0.0019247016298091324, 'epochs': 5, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.29354481955951206, 'scheduler_step_size': 10, 'scheduler_gamma': 0.3131334743512685}. Best is trial 16 with value: 0.4788333333333334.
2024-08-25 14:23:15,288 - INFO - Trial 17 finished with value: 2.9842500000000007 and parameters: {'window_size': 2, 'horizon': 8, 'batch_size': 128, 'lr': 0.00209361790583864, 'epochs': 5, 'model_type': 'lstm', 'hidden_dim': 64, 'num_layers': 2, 'dropout': 0.30925618149457185, 'scheduler_step_size': 10, 'scheduler_gamma': 0.3492377024357721}. Best is trial 16 with value: 0.4788333333333334.
2024-08-25 14:26:39,431 - INFO - Trial 18 finished with value: 0.8311666666666665 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 128, 'lr': 0.002063152457054135, 'epochs': 5, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.34938189142238046, 'scheduler_step_size': 10, 'scheduler_gamma': 0.35506195556018405}. Best is trial 16 with value: 0.4788333333333334.
2024-08-25 14:32:30,816 - INFO - Trial 19 finished with value: 6.68325 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 64, 'lr': 0.08580890522242898, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.2585666298225977, 'scheduler_step_size': 8, 'scheduler_gamma': 0.26208749432455675}. Best is trial 16 with value: 0.4788333333333334.
2024-08-25 14:35:59,926 - INFO - Trial 20 finished with value: 0.7781666666666665 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 128, 'lr': 0.0013943035590039446, 'epochs': 5, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.22369588855753864, 'scheduler_step_size': 5, 'scheduler_gamma': 0.4348313524783227}. Best is trial 16 with value: 0.4788333333333334.
2024-08-25 14:39:30,094 - INFO - Trial 21 finished with value: 0.7329166666666667 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 128, 'lr': 0.0001836634907728448, 'epochs': 5, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.2920161049487413, 'scheduler_step_size': 4, 'scheduler_gamma': 0.22657657833070421}. Best is trial 16 with value: 0.4788333333333334.
2024-08-25 14:44:21,196 - INFO - Trial 22 finished with value: 0.6675833333333333 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 128, 'lr': 0.00020179125019175373, 'epochs': 5, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.3463721386311991, 'scheduler_step_size': 2, 'scheduler_gamma': 0.21034860995256188}. Best is trial 16 with value: 0.4788333333333334.
2024-08-25 14:47:47,599 - INFO - Trial 23 finished with value: 0.9512500000000003 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 128, 'lr': 0.0036479737569770324, 'epochs': 5, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.0576496564736166, 'scheduler_step_size': 2, 'scheduler_gamma': 0.3370013505480596}. Best is trial 16 with value: 0.4788333333333334.
2024-08-25 14:50:49,287 - INFO - Trial 24 finished with value: 1.1489166666666666 and parameters: {'window_size': 2, 'horizon': 8, 'batch_size': 128, 'lr': 0.00011035774826749552, 'epochs': 5, 'model_type': 'lstm', 'hidden_dim': 64, 'num_layers': 2, 'dropout': 0.17587660331942415, 'scheduler_step_size': 7, 'scheduler_gamma': 0.19176276954441035}. Best is trial 16 with value: 0.4788333333333334.
2024-08-25 14:53:05,391 - INFO - Trial 25 finished with value: 5.045749999999999 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 128, 'lr': 0.03581459418005478, 'epochs': 5, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 1, 'dropout': 0.3861332534732275, 'scheduler_step_size': 5, 'scheduler_gamma': 0.29550253505709634}. Best is trial 16 with value: 0.4788333333333334.
2024-08-25 14:56:38,412 - INFO - Trial 26 finished with value: 0.3093333333333333 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 128, 'lr': 2.570929338325195e-05, 'epochs': 5, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.2825237693344693, 'scheduler_step_size': 2, 'scheduler_gamma': 0.4045155377852838}. Best is trial 26 with value: 0.3093333333333333.
2024-08-25 15:00:14,211 - INFO - Trial 27 finished with value: 0.36633333333333334 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 128, 'lr': 2.292115823746845e-05, 'epochs': 5, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.2247563762364921, 'scheduler_step_size': 2, 'scheduler_gamma': 0.553403627619369}. Best is trial 26 with value: 0.3093333333333333.
2024-08-25 15:16:09,894 - INFO - Trial 28 finished with value: 2.03125 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 32, 'lr': 1.5872555191738567e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.23631338194383048, 'scheduler_step_size': 2, 'scheduler_gamma': 0.6822070073080229}. Best is trial 26 with value: 0.3093333333333333.
2024-08-25 15:35:21,363 - INFO - Trial 29 finished with value: 2.909500000000001 and parameters: {'window_size': 2, 'horizon': 8, 'batch_size': 64, 'lr': 3.1447856945030194e-05, 'epochs': 20, 'model_type': 'lstm', 'hidden_dim': 64, 'num_layers': 3, 'dropout': 0.391279778174029, 'scheduler_step_size': 9, 'scheduler_gamma': 0.552666085963508}. Best is trial 26 with value: 0.3093333333333333.
2024-08-25 15:52:40,952 - INFO - Trial 30 finished with value: 1.1934166666666666 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 32, 'lr': 0.010301508152950271, 'epochs': 20, 'model_type': 'lstm', 'hidden_dim': 32, 'num_layers': 2, 'dropout': 0.19759109713953582, 'scheduler_step_size': 2, 'scheduler_gamma': 0.5070920449906686}. Best is trial 26 with value: 0.3093333333333333.
2024-08-25 15:56:16,436 - INFO - Trial 31 finished with value: 0.3615000000000001 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 128, 'lr': 2.3078183536437233e-05, 'epochs': 5, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.26628388426608784, 'scheduler_step_size': 4, 'scheduler_gamma': 0.4168554342483781}. Best is trial 26 with value: 0.3093333333333333.
2024-08-25 15:59:52,268 - INFO - Trial 32 finished with value: 0.43558333333333327 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 128, 'lr': 1.9968315997925444e-05, 'epochs': 5, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.24662026934519093, 'scheduler_step_size': 1, 'scheduler_gamma': 0.4219631591637509}. Best is trial 26 with value: 0.3093333333333333.
2024-08-25 16:03:27,773 - INFO - Trial 33 finished with value: 0.33608333333333335 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 128, 'lr': 2.4155241698087483e-05, 'epochs': 5, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.13016713570450492, 'scheduler_step_size': 1, 'scheduler_gamma': 0.4401881723297134}. Best is trial 26 with value: 0.3093333333333333.
2024-08-25 16:07:06,132 - INFO - Trial 34 finished with value: 0.2985833333333333 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 128, 'lr': 1.1090564533225836e-05, 'epochs': 5, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.13812534031258225, 'scheduler_step_size': 1, 'scheduler_gamma': 0.5902642804128545}. Best is trial 34 with value: 0.2985833333333333.
2024-08-25 16:10:29,846 - INFO - Trial 35 finished with value: 1.024 and parameters: {'window_size': 8, 'horizon': 8, 'batch_size': 128, 'lr': 3.3892373142070045e-05, 'epochs': 5, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.13572948043480207, 'scheduler_step_size': 1, 'scheduler_gamma': 0.3946386964485263}. Best is trial 34 with value: 0.2985833333333333.
2024-08-25 16:13:29,963 - INFO - Trial 36 finished with value: 1.3961666666666666 and parameters: {'window_size': 8, 'horizon': 8, 'batch_size': 128, 'lr': 1.0671387055976562e-05, 'epochs': 5, 'model_type': 'lstm', 'hidden_dim': 32, 'num_layers': 2, 'dropout': 0.05525502375612043, 'scheduler_step_size': 1, 'scheduler_gamma': 0.6076955945094397}. Best is trial 34 with value: 0.2985833333333333.
2024-08-25 16:25:25,011 - INFO - Trial 37 finished with value: 1.16225 and parameters: {'window_size': 4, 'horizon': 8, 'batch_size': 64, 'lr': 1.1015347282476046e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 64, 'num_layers': 3, 'dropout': 0.13630898272297925, 'scheduler_step_size': 1, 'scheduler_gamma': 0.48219276297997077}. Best is trial 34 with value: 0.2985833333333333.
2024-08-25 16:43:25,450 - INFO - Trial 38 finished with value: 0.6284166666666665 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 32, 'lr': 0.0001024407633800959, 'epochs': 20, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.0847963765587581, 'scheduler_step_size': 2, 'scheduler_gamma': 0.5886843906720503}. Best is trial 34 with value: 0.2985833333333333.
2024-08-25 16:46:37,595 - INFO - Trial 39 finished with value: 1.7893333333333334 and parameters: {'window_size': 8, 'horizon': 8, 'batch_size': 128, 'lr': 0.0003691702843865588, 'epochs': 5, 'model_type': 'lstm', 'hidden_dim': 128, 'num_layers': 2, 'dropout': 0.14596666906171366, 'scheduler_step_size': 3, 'scheduler_gamma': 0.6960887003233804}. Best is trial 34 with value: 0.2985833333333333.
2024-08-25 16:53:11,051 - INFO - Trial 40 finished with value: 0.9853333333333335 and parameters: {'window_size': 4, 'horizon': 8, 'batch_size': 128, 'lr': 2.7681192822479454e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 32, 'num_layers': 3, 'dropout': 0.328593920804457, 'scheduler_step_size': 1, 'scheduler_gamma': 0.6743444906378022}. Best is trial 34 with value: 0.2985833333333333.
2024-08-25 16:56:46,280 - INFO - Trial 41 finished with value: 0.5272500000000001 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 128, 'lr': 1.8305256314094957e-05, 'epochs': 5, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.22765277459365788, 'scheduler_step_size': 2, 'scheduler_gamma': 0.5134538013414397}. Best is trial 34 with value: 0.2985833333333333.
2024-08-25 17:00:29,344 - INFO - Trial 42 finished with value: 0.23700000000000002 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 128, 'lr': 1.864688732644557e-05, 'epochs': 5, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.19647914270759714, 'scheduler_step_size': 2, 'scheduler_gamma': 0.38820258003179975}. Best is trial 42 with value: 0.23700000000000002.
2024-08-25 17:04:06,120 - INFO - Trial 43 finished with value: 0.18725000000000006 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 128, 'lr': 1.4329580525596928e-05, 'epochs': 5, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.11275517298572313, 'scheduler_step_size': 3, 'scheduler_gamma': 0.3794114495011229}. Best is trial 43 with value: 0.18725000000000006.
2024-08-25 17:07:42,653 - INFO - Trial 44 finished with value: 0.23633333333333328 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 128, 'lr': 1.3832392213180376e-05, 'epochs': 5, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.11105619214774988, 'scheduler_step_size': 3, 'scheduler_gamma': 0.37793120663721586}. Best is trial 43 with value: 0.18725000000000006.
2024-08-25 17:10:46,613 - INFO - Trial 45 finished with value: 0.34008333333333346 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 128, 'lr': 1.4651734452836995e-05, 'epochs': 5, 'model_type': 'lstm', 'hidden_dim': 128, 'num_layers': 2, 'dropout': 0.1139765307043263, 'scheduler_step_size': 3, 'scheduler_gamma': 0.38220358149856004}. Best is trial 43 with value: 0.18725000000000006.
2024-08-25 17:21:15,288 - INFO - Trial 46 finished with value: 0.2196666666666667 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 64, 'lr': 4.266113832253266e-05, 'epochs': 20, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.0752438271646475, 'scheduler_step_size': 3, 'scheduler_gamma': 0.46362035130223256}. Best is trial 43 with value: 0.18725000000000006.
2024-08-25 17:30:57,937 - INFO - Trial 47 finished with value: 1.34875 and parameters: {'window_size': 4, 'horizon': 8, 'batch_size': 64, 'lr': 4.651032915472455e-05, 'epochs': 20, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.06626289948316608, 'scheduler_step_size': 3, 'scheduler_gamma': 0.46921812279846364}. Best is trial 43 with value: 0.18725000000000006.
2024-08-25 17:44:05,187 - INFO - Trial 48 finished with value: 1.5712499999999998 and parameters: {'window_size': 2, 'horizon': 8, 'batch_size': 64, 'lr': 1.0750436083969156e-05, 'epochs': 20, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 2, 'dropout': 0.03271377055297311, 'scheduler_step_size': 6, 'scheduler_gamma': 0.5283403959869624}. Best is trial 43 with value: 0.18725000000000006.
2024-08-25 17:55:04,425 - INFO - Trial 49 finished with value: 0.26399999999999996 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 64, 'lr': 8.127050728768309e-05, 'epochs': 20, 'model_type': 'lstm', 'hidden_dim': 128, 'num_layers': 2, 'dropout': 0.08755694254143272, 'scheduler_step_size': 3, 'scheduler_gamma': 0.6417436567838832}. Best is trial 43 with value: 0.18725000000000006.
2024-08-25 18:06:20,310 - INFO - Trial 50 finished with value: 0.4675833333333334 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 64, 'lr': 0.00010285863624949861, 'epochs': 20, 'model_type': 'lstm', 'hidden_dim': 128, 'num_layers': 3, 'dropout': 0.09294342746087364, 'scheduler_step_size': 3, 'scheduler_gamma': 0.7523566385243885}. Best is trial 43 with value: 0.18725000000000006.
2024-08-25 18:14:15,971 - INFO - Trial 51 finished with value: 0.19600000000000004 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 64, 'lr': 6.417057874356044e-05, 'epochs': 20, 'model_type': 'lstm', 'hidden_dim': 128, 'num_layers': 2, 'dropout': 0.032007494528969505, 'scheduler_step_size': 4, 'scheduler_gamma': 0.6419318286682949}. Best is trial 43 with value: 0.18725000000000006.
2024-08-25 18:22:03,128 - INFO - Trial 52 finished with value: 0.11316666666666668 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 64, 'lr': 6.466826643979445e-05, 'epochs': 20, 'model_type': 'lstm', 'hidden_dim': 128, 'num_layers': 2, 'dropout': 0.025920352304939036, 'scheduler_step_size': 4, 'scheduler_gamma': 0.7344689536776872}. Best is trial 52 with value: 0.11316666666666668.
2024-08-25 18:31:28,863 - INFO - Trial 53 finished with value: 0.3033333333333333 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 64, 'lr': 4.0320243065297836e-05, 'epochs': 20, 'model_type': 'lstm', 'hidden_dim': 128, 'num_layers': 2, 'dropout': 0.03129071935174131, 'scheduler_step_size': 4, 'scheduler_gamma': 0.7732096311367394}. Best is trial 52 with value: 0.11316666666666668.
2024-08-25 18:39:23,414 - INFO - Trial 54 finished with value: 0.07333333333333333 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 64, 'lr': 5.7670676868568195e-05, 'epochs': 20, 'model_type': 'lstm', 'hidden_dim': 128, 'num_layers': 2, 'dropout': 0.03299801512748805, 'scheduler_step_size': 5, 'scheduler_gamma': 0.7386373635901395}. Best is trial 54 with value: 0.07333333333333333.
2024-08-25 18:46:20,055 - INFO - Trial 55 finished with value: 0.8314166666666667 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 64, 'lr': 0.0007099768370091539, 'epochs': 20, 'model_type': 'lstm', 'hidden_dim': 128, 'num_layers': 2, 'dropout': 0.028505387280829436, 'scheduler_step_size': 5, 'scheduler_gamma': 0.737439117036019}. Best is trial 54 with value: 0.07333333333333333.
2024-08-25 18:54:09,798 - INFO - Trial 56 finished with value: 0.46275 and parameters: {'window_size': 8, 'horizon': 8, 'batch_size': 64, 'lr': 5.533210410866621e-05, 'epochs': 20, 'model_type': 'lstm', 'hidden_dim': 128, 'num_layers': 2, 'dropout': 0.012429695178604885, 'scheduler_step_size': 4, 'scheduler_gamma': 0.8410347603821715}. Best is trial 54 with value: 0.07333333333333333.
2024-08-25 19:01:44,142 - INFO - Trial 57 finished with value: 0.8746666666666667 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 64, 'lr': 0.00029110632022785586, 'epochs': 20, 'model_type': 'lstm', 'hidden_dim': 128, 'num_layers': 2, 'dropout': 0.044531155523450945, 'scheduler_step_size': 5, 'scheduler_gamma': 0.8096806629078863}. Best is trial 54 with value: 0.07333333333333333.
2024-08-25 19:12:02,463 - INFO - Trial 58 finished with value: 1.0243333333333335 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 64, 'lr': 7.118465085423509e-05, 'epochs': 20, 'model_type': 'lstm', 'hidden_dim': 128, 'num_layers': 1, 'dropout': 0.06857520955319361, 'scheduler_step_size': 5, 'scheduler_gamma': 0.882242101136069}. Best is trial 54 with value: 0.07333333333333333.
2024-08-25 19:20:34,610 - INFO - Trial 59 finished with value: 0.2934166666666666 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 64, 'lr': 0.0001339050873689366, 'epochs': 20, 'model_type': 'lstm', 'hidden_dim': 128, 'num_layers': 2, 'dropout': 0.0004108887944290207, 'scheduler_step_size': 6, 'scheduler_gamma': 0.7214531901896047}. Best is trial 54 with value: 0.07333333333333333.
2024-08-25 19:29:03,046 - INFO - Trial 60 finished with value: 1.969166666666667 and parameters: {'window_size': 2, 'horizon': 8, 'batch_size': 64, 'lr': 0.00026732486955839923, 'epochs': 20, 'model_type': 'lstm', 'hidden_dim': 128, 'num_layers': 2, 'dropout': 0.10668373048690771, 'scheduler_step_size': 4, 'scheduler_gamma': 0.6329915847404719}. Best is trial 54 with value: 0.07333333333333333.
2024-08-25 19:39:25,766 - INFO - Trial 61 finished with value: 0.3858333333333333 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 64, 'lr': 3.8455115818253896e-05, 'epochs': 20, 'model_type': 'lstm', 'hidden_dim': 128, 'num_layers': 2, 'dropout': 0.06926723639095422, 'scheduler_step_size': 3, 'scheduler_gamma': 0.3456555199446836}. Best is trial 54 with value: 0.07333333333333333.
2024-08-25 19:46:50,081 - INFO - Trial 62 finished with value: 0.33441666666666653 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 64, 'lr': 4.898236100048913e-05, 'epochs': 20, 'model_type': 'lstm', 'hidden_dim': 128, 'num_layers': 2, 'dropout': 0.020659735225874082, 'scheduler_step_size': 3, 'scheduler_gamma': 0.3234423100780081}. Best is trial 54 with value: 0.07333333333333333.
2024-08-25 20:05:32,157 - INFO - Trial 63 finished with value: 0.8477500000000001 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 64, 'lr': 1.6697876785606036e-05, 'epochs': 20, 'model_type': 'lstm', 'hidden_dim': 64, 'num_layers': 2, 'dropout': 0.04350762587551637, 'scheduler_step_size': 4, 'scheduler_gamma': 0.37613527932747226}. Best is trial 54 with value: 0.07333333333333333.
2024-08-25 20:26:58,614 - INFO - Trial 64 finished with value: 0.7410833333333331 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 32, 'lr': 7.930808378250334e-05, 'epochs': 20, 'model_type': 'lstm', 'hidden_dim': 128, 'num_layers': 2, 'dropout': 0.15749774553059676, 'scheduler_step_size': 5, 'scheduler_gamma': 0.45679268942075335}. Best is trial 54 with value: 0.07333333333333333.
2024-08-25 20:45:09,748 - INFO - Trial 65 finished with value: 1.0226666666666668 and parameters: {'window_size': 16, 'horizon': 8, 'batch_size': 64, 'lr': 1.5319455227920518e-05, 'epochs': 20, 'model_type': 'lstm', 'hidden_dim': 32, 'num_layers': 2, 'dropout': 0.18398115143121307, 'scheduler_step_size': 6, 'scheduler_gamma': 0.7861117295796705}. Best is trial 54 with value: 0.07333333333333333.
