2024-08-27 14:52:46,370 - INFO - A new study created in memory with name: no-name-a341abe2-7ee3-4510-a81e-2bda93a37043
2024-08-27 14:55:04,765 - INFO - Trial 0 finished with value: 1.6194166666666667 and parameters: {'window_size': 20, 'horizon': 24, 'batch_size': 128, 'lr': 0.0024354991977897154, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 64, 'num_layers': 2, 'dropout': 0.1695862224558352, 'scheduler_step_size': 6, 'scheduler_gamma': 0.2430593114347911}. Best is trial 0 with value: 1.6194166666666667.
2024-08-27 15:49:44,619 - INFO - Trial 11 finished with value: 1.44025 and parameters: {'window_size': 20, 'horizon': 24, 'batch_size': 128, 'lr': 0.000394101040648995, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 64, 'num_layers': 3, 'dropout': 0.010207401623712586, 'scheduler_step_size': 10, 'scheduler_gamma': 0.8784600159031957}. Best is trial 9 with value: 0.47908333333333325.
2024-08-27 15:53:50,113 - INFO - Trial 12 finished with value: 1.5041666666666664 and parameters: {'window_size': 20, 'horizon': 24, 'batch_size': 128, 'lr': 0.00036093401549367707, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 64, 'num_layers': 3, 'dropout': 0.0025917287187723643, 'scheduler_step_size': 10, 'scheduler_gamma': 0.8555092007667093}. Best is trial 9 with value: 0.47908333333333325.
2024-08-27 15:56:00,966 - INFO - Trial 13 finished with value: 1.7525833333333332 and parameters: {'window_size': 20, 'horizon': 24, 'batch_size': 128, 'lr': 0.0022222819218994105, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 64, 'num_layers': 2, 'dropout': 0.39382580484850416, 'scheduler_step_size': 8, 'scheduler_gamma': 0.6486543855422677}. Best is trial 9 with value: 0.47908333333333325.
2024-08-27 16:00:37,408 - INFO - Trial 14 finished with value: 0.9156666666666666 and parameters: {'window_size': 20, 'horizon': 24, 'batch_size': 128, 'lr': 0.00023867966658878506, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 32, 'num_layers': 3, 'dropout': 0.09682448846085207, 'scheduler_step_size': 8, 'scheduler_gamma': 0.7562195849745785}. Best is trial 9 with value: 0.47908333333333325.
2024-08-27 16:04:08,298 - INFO - Trial 15 finished with value: 1.4363333333333335 and parameters: {'window_size': 24, 'horizon': 24, 'batch_size': 64, 'lr': 0.0015950544962845489, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 64, 'num_layers': 2, 'dropout': 0.34386340419992056, 'scheduler_step_size': 8, 'scheduler_gamma': 0.5300824198803481}. Best is trial 9 with value: 0.47908333333333325.
2024-08-27 16:07:42,667 - INFO - Trial 16 finished with value: 3.892416666666666 and parameters: {'window_size': 4, 'horizon': 24, 'batch_size': 128, 'lr': 0.010152263180383697, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 64, 'num_layers': 3, 'dropout': 0.45040436973770237, 'scheduler_step_size': 9, 'scheduler_gamma': 0.5944218169149076}. Best is trial 9 with value: 0.47908333333333325.
2024-08-27 16:10:40,131 - INFO - Trial 17 finished with value: 1.4492500000000001 and parameters: {'window_size': 20, 'horizon': 24, 'batch_size': 128, 'lr': 1.1399937404399879e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 64, 'num_layers': 1, 'dropout': 0.07655635521365584, 'scheduler_step_size': 9, 'scheduler_gamma': 0.7736160497078584}. Best is trial 9 with value: 0.47908333333333325.
2024-08-27 16:15:18,140 - INFO - Trial 18 finished with value: 0.8954166666666666 and parameters: {'window_size': 20, 'horizon': 24, 'batch_size': 64, 'lr': 0.0008312049946125209, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 32, 'num_layers': 2, 'dropout': 0.09878013043911922, 'scheduler_step_size': 7, 'scheduler_gamma': 0.2257762031875018}. Best is trial 9 with value: 0.47908333333333325.
2024-08-27 16:29:43,540 - INFO - Trial 19 finished with value: 1.991583333333333 and parameters: {'window_size': 20, 'horizon': 24, 'batch_size': 32, 'lr': 0.004578350000970059, 'epochs': 20, 'model_type': 'lstm', 'hidden_dim': 64, 'num_layers': 3, 'dropout': 0.20982208350418302, 'scheduler_step_size': 10, 'scheduler_gamma': 0.427013205204978}. Best is trial 9 with value: 0.47908333333333325.
2024-08-27 16:32:52,628 - INFO - Trial 20 finished with value: 1.2985833333333334 and parameters: {'window_size': 8, 'horizon': 24, 'batch_size': 128, 'lr': 0.00011538390898748194, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 64, 'num_layers': 2, 'dropout': 0.32221819790096295, 'scheduler_step_size': 9, 'scheduler_gamma': 0.687486628531242}. Best is trial 9 with value: 0.47908333333333325.
2024-08-27 16:37:39,310 - INFO - Trial 21 finished with value: 1.3204166666666668 and parameters: {'window_size': 20, 'horizon': 24, 'batch_size': 64, 'lr': 0.0005878840325830849, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 32, 'num_layers': 2, 'dropout': 0.07291710300731455, 'scheduler_step_size': 7, 'scheduler_gamma': 0.21510170993389513}. Best is trial 9 with value: 0.47908333333333325.
2024-08-27 16:42:07,491 - INFO - Trial 22 finished with value: 0.991 and parameters: {'window_size': 20, 'horizon': 24, 'batch_size': 64, 'lr': 0.0010422878795442645, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 32, 'num_layers': 2, 'dropout': 0.04393686368928266, 'scheduler_step_size': 7, 'scheduler_gamma': 0.2510578129604755}. Best is trial 9 with value: 0.47908333333333325.
2024-08-27 16:47:37,079 - INFO - Trial 23 finished with value: 0.9135833333333333 and parameters: {'window_size': 20, 'horizon': 24, 'batch_size': 64, 'lr': 0.0002138195786427219, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 32, 'num_layers': 2, 'dropout': 0.10063672004417529, 'scheduler_step_size': 7, 'scheduler_gamma': 0.1591189686407677}. Best is trial 9 with value: 0.47908333333333325.
2024-08-27 16:51:47,481 - INFO - Trial 24 finished with value: 1.3264166666666666 and parameters: {'window_size': 20, 'horizon': 24, 'batch_size': 64, 'lr': 0.001314898217692829, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 32, 'num_layers': 2, 'dropout': 0.1356643986137344, 'scheduler_step_size': 9, 'scheduler_gamma': 0.30335286794358607}. Best is trial 9 with value: 0.47908333333333325.
2024-08-27 16:54:34,408 - INFO - Trial 25 finished with value: 2.911 and parameters: {'window_size': 24, 'horizon': 24, 'batch_size': 64, 'lr': 0.024712116085691342, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 32, 'num_layers': 1, 'dropout': 0.2181566778514455, 'scheduler_step_size': 8, 'scheduler_gamma': 0.4436530263182048}. Best is trial 9 with value: 0.47908333333333325.
2024-08-27 16:58:48,536 - INFO - Trial 26 finished with value: 0.35975 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 128, 'lr': 3.747894135329822e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.041480380137635664, 'scheduler_step_size': 7, 'scheduler_gamma': 0.5573526551952166}. Best is trial 26 with value: 0.35975.
2024-08-27 17:03:25,821 - INFO - Trial 27 finished with value: 0.30724999999999997 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 128, 'lr': 3.348524746494519e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.04599263742180022, 'scheduler_step_size': 10, 'scheduler_gamma': 0.8147896634284826}. Best is trial 27 with value: 0.30724999999999997.
2024-08-27 17:06:32,393 - INFO - Trial 28 finished with value: 1.7358333333333331 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 128, 'lr': 3.25326434534057e-05, 'epochs': 5, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.40861165581652, 'scheduler_step_size': 10, 'scheduler_gamma': 0.5625370320416365}. Best is trial 27 with value: 0.30724999999999997.
2024-08-27 17:11:31,490 - INFO - Trial 29 finished with value: 0.7626666666666667 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 128, 'lr': 2.594184621465196e-05, 'epochs': 20, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.14060227016268406, 'scheduler_step_size': 8, 'scheduler_gamma': 0.783632014817618}. Best is trial 27 with value: 0.30724999999999997.
2024-08-27 17:17:41,414 - INFO - Trial 30 finished with value: 0.2730000000000001 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 128, 'lr': 1.0063515881107938e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.048044338435351705, 'scheduler_step_size': 4, 'scheduler_gamma': 0.46522874135518494}. Best is trial 30 with value: 0.2730000000000001.
2024-08-27 17:23:45,248 - INFO - Trial 31 finished with value: 0.23041666666666674 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 128, 'lr': 1.4511208231746128e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.047371157637842276, 'scheduler_step_size': 4, 'scheduler_gamma': 0.45846046514379984}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 17:30:00,988 - INFO - Trial 32 finished with value: 0.3576666666666666 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 128, 'lr': 1.4195297319342596e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.04161635716437974, 'scheduler_step_size': 3, 'scheduler_gamma': 0.39437051614467233}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 17:36:11,261 - INFO - Trial 33 finished with value: 0.32649999999999996 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 128, 'lr': 1.009242302506203e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.042678495809428514, 'scheduler_step_size': 3, 'scheduler_gamma': 0.3904051737219404}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 17:41:13,897 - INFO - Trial 34 finished with value: 0.40624999999999994 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 128, 'lr': 2.0434203783483348e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.06016142612218666, 'scheduler_step_size': 4, 'scheduler_gamma': 0.3942426311297732}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 17:44:31,167 - INFO - Trial 35 finished with value: 0.6280833333333332 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 128, 'lr': 1.0523100190368221e-05, 'epochs': 5, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.11657565064851078, 'scheduler_step_size': 1, 'scheduler_gamma': 0.295148267555182}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 17:56:30,539 - INFO - Trial 36 finished with value: 1.8925 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 32, 'lr': 5.7503140404137625e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.02657521405033955, 'scheduler_step_size': 4, 'scheduler_gamma': 0.48328106609321364}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 18:03:22,000 - INFO - Trial 37 finished with value: 0.8626666666666668 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 128, 'lr': 2.2510653321473353e-05, 'epochs': 20, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.187463997812605, 'scheduler_step_size': 4, 'scheduler_gamma': 0.6185321620798945}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 18:06:39,896 - INFO - Trial 38 finished with value: 0.7235833333333334 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 128, 'lr': 7.594693054004562e-05, 'epochs': 5, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.06823767976212927, 'scheduler_step_size': 2, 'scheduler_gamma': 0.3660624021655901}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 18:17:17,198 - INFO - Trial 39 finished with value: 2.3093333333333335 and parameters: {'window_size': 16, 'horizon': 24, 'batch_size': 32, 'lr': 1.7916595175012704e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.1240352231924004, 'scheduler_step_size': 2, 'scheduler_gamma': 0.513738109269506}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 18:21:22,926 - INFO - Trial 40 finished with value: 0.7240833333333332 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 128, 'lr': 4.610408514579288e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 128, 'num_layers': 3, 'dropout': 0.15719727928221497, 'scheduler_step_size': 5, 'scheduler_gamma': 0.44555903818251014}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 18:27:53,542 - INFO - Trial 41 finished with value: 0.4246666666666667 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 128, 'lr': 1.4313415447248258e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.03287652002903374, 'scheduler_step_size': 3, 'scheduler_gamma': 0.3734872397194655}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 18:34:09,015 - INFO - Trial 42 finished with value: 0.5044166666666666 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 128, 'lr': 1.0696605705995516e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.053804779630511404, 'scheduler_step_size': 3, 'scheduler_gamma': 0.3253817579465659}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 18:40:14,745 - INFO - Trial 43 finished with value: 0.82075 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 128, 'lr': 1.9617247537579747e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.002859198694533195, 'scheduler_step_size': 2, 'scheduler_gamma': 0.3992362082584535}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 18:45:10,477 - INFO - Trial 44 finished with value: 0.44466666666666677 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 128, 'lr': 2.769745429410907e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.08004580178272952, 'scheduler_step_size': 4, 'scheduler_gamma': 0.42672576737814416}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 18:49:05,816 - INFO - Trial 45 finished with value: 0.9383333333333334 and parameters: {'window_size': 4, 'horizon': 24, 'batch_size': 128, 'lr': 0.0001033561226622254, 'epochs': 20, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.03183890106230482, 'scheduler_step_size': 3, 'scheduler_gamma': 0.4764781719964565}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 18:54:13,870 - INFO - Trial 46 finished with value: 0.36283333333333334 and parameters: {'window_size': 16, 'horizon': 24, 'batch_size': 128, 'lr': 1.5026182397798594e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 128, 'num_layers': 3, 'dropout': 0.11066597858345609, 'scheduler_step_size': 5, 'scheduler_gamma': 0.2814912152944865}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 18:57:17,272 - INFO - Trial 47 finished with value: 0.76675 and parameters: {'window_size': 8, 'horizon': 24, 'batch_size': 128, 'lr': 3.904388968232025e-05, 'epochs': 5, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.08830194146877633, 'scheduler_step_size': 5, 'scheduler_gamma': 0.338594924440411}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 19:09:30,900 - INFO - Trial 48 finished with value: 2.583083333333333 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 32, 'lr': 6.733852818077302e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.05336128243191602, 'scheduler_step_size': 4, 'scheduler_gamma': 0.5394703537791621}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 19:17:05,601 - INFO - Trial 49 finished with value: 1.9358333333333333 and parameters: {'window_size': 24, 'horizon': 24, 'batch_size': 128, 'lr': 1.4608865490384428e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.01881772962880932, 'scheduler_step_size': 1, 'scheduler_gamma': 0.6003680813949515}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 19:21:33,488 - INFO - Trial 50 finished with value: 4.418083333333334 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 128, 'lr': 0.05634320720474111, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.2721845751827658, 'scheduler_step_size': 6, 'scheduler_gamma': 0.6587964319469637}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 19:25:49,836 - INFO - Trial 51 finished with value: 0.39766666666666667 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 128, 'lr': 3.9273721746571107e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.044788035569773545, 'scheduler_step_size': 3, 'scheduler_gamma': 0.5568421527442035}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 19:31:43,191 - INFO - Trial 52 finished with value: 0.555 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 128, 'lr': 2.6669814284980774e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.0036781772632738796, 'scheduler_step_size': 2, 'scheduler_gamma': 0.4500601141074104}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 19:37:53,483 - INFO - Trial 53 finished with value: 0.4238333333333333 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 128, 'lr': 1.0221705927741956e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.03781629701414069, 'scheduler_step_size': 3, 'scheduler_gamma': 0.8229356430322098}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 19:41:42,137 - INFO - Trial 54 finished with value: 1.342833333333333 and parameters: {'window_size': 4, 'horizon': 24, 'batch_size': 128, 'lr': 4.410564193044122e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.06647980762697847, 'scheduler_step_size': 4, 'scheduler_gamma': 0.49378260585481704}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 19:45:26,342 - INFO - Trial 55 finished with value: 0.6549166666666665 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 128, 'lr': 0.000176255976083186, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 128, 'num_layers': 3, 'dropout': 0.0850974626808551, 'scheduler_step_size': 5, 'scheduler_gamma': 0.714575338852834}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 19:51:40,612 - INFO - Trial 56 finished with value: 0.4234166666666666 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 128, 'lr': 1.5822048582974265e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.023573684005109292, 'scheduler_step_size': 6, 'scheduler_gamma': 0.39866644422845604}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 19:56:08,853 - INFO - Trial 57 finished with value: 0.51125 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 128, 'lr': 9.363170548450668e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.0456537521524622, 'scheduler_step_size': 3, 'scheduler_gamma': 0.5654639640516932}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 20:09:34,131 - INFO - Trial 58 finished with value: 3.3755000000000006 and parameters: {'window_size': 8, 'horizon': 24, 'batch_size': 32, 'lr': 3.411996736682472e-05, 'epochs': 20, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.09917280725368884, 'scheduler_step_size': 4, 'scheduler_gamma': 0.3470419557270339}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 20:12:21,543 - INFO - Trial 59 finished with value: 1.2278333333333333 and parameters: {'window_size': 16, 'horizon': 24, 'batch_size': 128, 'lr': 5.631503580016262e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 1, 'dropout': 0.49319260912592705, 'scheduler_step_size': 2, 'scheduler_gamma': 0.5228872522915013}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 20:19:32,627 - INFO - Trial 60 finished with value: 2.2111666666666667 and parameters: {'window_size': 24, 'horizon': 24, 'batch_size': 128, 'lr': 2.363205645528244e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 256, 'num_layers': 3, 'dropout': 0.0005763798173520629, 'scheduler_step_size': 6, 'scheduler_gamma': 0.42324268220799544}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 20:24:40,944 - INFO - Trial 61 finished with value: 0.8283333333333333 and parameters: {'window_size': 16, 'horizon': 24, 'batch_size': 128, 'lr': 1.3680840906702816e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 128, 'num_layers': 3, 'dropout': 0.11407311718690265, 'scheduler_step_size': 5, 'scheduler_gamma': 0.2933279831268225}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 20:29:50,949 - INFO - Trial 62 finished with value: 0.6351666666666665 and parameters: {'window_size': 16, 'horizon': 24, 'batch_size': 128, 'lr': 1.718814047747669e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 128, 'num_layers': 3, 'dropout': 0.0576763512994568, 'scheduler_step_size': 5, 'scheduler_gamma': 0.2581788815925501}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 20:35:04,393 - INFO - Trial 63 finished with value: 0.9815833333333335 and parameters: {'window_size': 16, 'horizon': 24, 'batch_size': 128, 'lr': 1.4830262129280205e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 128, 'num_layers': 3, 'dropout': 0.016893318667629074, 'scheduler_step_size': 4, 'scheduler_gamma': 0.19437939194351422}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 20:40:18,519 - INFO - Trial 64 finished with value: 0.5020833333333333 and parameters: {'window_size': 16, 'horizon': 24, 'batch_size': 128, 'lr': 1.0128839090142499e-05, 'epochs': 10, 'model_type': 'lstm', 'hidden_dim': 128, 'num_layers': 3, 'dropout': 0.07496210908196338, 'scheduler_step_size': 5, 'scheduler_gamma': 0.4616999503460608}. Best is trial 31 with value: 0.23041666666666674.
2024-08-27 20:43:15,246 - INFO - Trial 65 finished with value: 0.47000000000000003 and parameters: {'window_size': 12, 'horizon': 24, 'batch_size': 128, 'lr': 3.097802836876634e-05, 'epochs': 5, 'model_type': 'lstm', 'hidden_dim': 128, 'num_layers': 3, 'dropout': 0.11094189545434346, 'scheduler_step_size': 4, 'scheduler_gamma': 0.26978401656147916}. Best is trial 31 with value: 0.23041666666666674.
